,country,cases,deaths,recovered,active,population,lat,long
417,GBR,21,,,21,714392.0,52.30807364,-0.8284193590000001
418,GBR,10,,,10,315987.0,55.29435354,-2.070295722
419,GBR,34,,,34,,52.93211823,-1.166434902
420,GBR,60,,,60,1115658.0,53.12984518,-1.009183519
421,GBR,23,,,23,,53.5417451,-2.0505382180000002
422,GBR,52,,,52,672516.0,51.80810415,-1.283908352
423,GBR,2,,,2,,52.58384492,-0.270107184
424,GBR,11,,,11,,50.386921,-4.1144047089999995
425,GBR,25,,,25,,50.81639232,-1.041493293
426,GBR,8,,,8,,51.45051852,-1.022826097
427,GBR,45,,,45,,51.58426769,0.08813968300000001
428,GBR,3,,,3,,54.56022797,-0.9987577990000001
429,GBR,25,,,25,,51.43577546,-0.29854214100000004
430,GBR,15,,,15,,53.61111338,-2.123094856
431,GBR,9,,,9,,53.38535818,-1.26206072
432,GBR,0,,,0,38022.0,52.62709809,-0.610215624
433,GBR,23,,,23,,53.47848755,-2.408318758
434,GBR,20,,,20,,52.51594821,-1.9905085519999999
435,GBR,8,,,8,,53.5952333,-2.997800002
436,GBR,82,,,82,,53.40286469,-1.604896511
437,GBR,3,,,3,479561.0,52.66088156,-2.7153846880000003
438,GBR,21,,,21,,51.469675200000005,-0.57449429
439,GBR,4,,,4,,52.42412598,-1.727403096
440,GBR,13,,,13,931784.0,51.07369162,-2.97587226
441,GBR,17,,,17,,51.54588758,-2.4751950480000002
442,GBR,5,,,5,,54.95868561,-1.446281607
443,GBR,11,,,11,,50.88910228,-1.378986355
444,GBR,8,,,8,,51.55627981,0.7374681479999999
445,GBR,139,,,139,,51.46445588,-0.065520189
446,GBR,3,,,3,,,
447,GBR,41,,,41,1111192.0,52.81512279,-2.014742295
448,GBR,29,,,29,,53.39109497,-2.136026882
449,GBR,11,,,11,,54.55390555,-1.3218388540000001
450,GBR,2,,,2,,53.03867504,-2.170908475
451,GBR,18,,,18,738512.0,52.23643627,1.080420566
452,GBR,11,,,11,,54.86062788,-1.459068324
453,GBR,68,,,68,1161256.0,51.27844656,-0.388640001
454,GBR,24,,,24,,51.35340323,-0.18721818699999998
455,GBR,6,,,6,,51.5693332,-1.7075775819999999
456,GBR,21,,,21,,53.46045084,-2.101620259
457,GBR,1,,,1,,52.71430207,-2.485075344
458,GBR,10,,,10,,51.5055128,0.385003091
459,GBR,16,,,16,,50.44218553,-3.573926003
460,GBR,57,,,57,,51.51608063,-0.026297776000000002
461,GBR,23,,,23,,53.40615212,-2.381696642
462,GBR,10,,,10,,53.65602753,-1.410179715
463,GBR,29,,,29,,52.59807901,-1.955641204
464,GBR,50,,,50,,51.59951223,-0.012551846
465,GBR,110,,,110,,51.45489574,-0.186120063
466,GBR,4,,,4,,53.38723257,-2.5546834990000002
467,GBR,29,,,29,551594.0,52.33041077,-1.5655449080000001
468,GBR,8,,,8,,51.44120148,-1.308247952
469,GBR,27,,,27,828398.0,50.94804495,-0.465586209
470,GBR,117,,,117,,51.50601665,-0.16165127199999998
471,GBR,9,,,9,,53.51763805,-2.61852973
472,GBR,23,,,23,698942.0,51.30993043,-1.9179652569999999
473,GBR,13,,,13,,51.46445588,-0.7110234240000001
474,GBR,10,,,10,,,
475,GBR,13,,,13,,51.44908526,-0.94075758
476,GBR,52,,,52,,52.58091228,-2.088510403
477,GBR,19,,,19,575421.0,52.20434612,-2.19935635
478,GBR,10,,,10,,53.94391694,-1.07999315
479,GBR,25,,,25,,,
480,GBR,11,,,11,,,
481,GBR,16,,,16,,55.08148977,-4.010547268
482,GBR,16,,,16,,56.24144115,-3.1616511710000004
483,GBR,30,,,30,,,
484,GBR,23,,,23,,,
485,GBR,130,,,130,,,
486,GBR,8,,,8,,57.57979971,-4.866932746
487,GBR,49,,,49,,,
488,GBR,46,,,46,,,
489,GBR,24,,,24,,60.30870189,-1.328460253
490,GBR,38,,,38,,,
491,USA,2,,,2,218022.0,30.765086,-87.6979315
492,USA,1,,,1,114277.0,33.7622675,-85.837497
493,USA,2,,,2,33615.0,32.9183035,-85.3626035
494,USA,2,,,2,83442.0,34.086009999999995,-86.802028
495,USA,6,,,6,81887.0,32.5876855,-86.13298
496,USA,1,,,1,51736.0,34.727785499999996,-85.9710895
497,USA,71,,,71,659300.0,33.544622,-86.9292405
498,USA,1,,,1,13844.0,33.791199,-88.110569
499,USA,2,,,2,92387.0,34.8700445,-87.706859
500,USA,16,,,16,163941.0,32.578877500000004,-85.348772
501,USA,1,,,1,96174.0,34.774907,-87.03096500000001
502,USA,16,,,16,366519.0,34.7338515,-86.523512
503,USA,1,,,1,29763.0,34.1178885,-87.92097700000001
504,USA,2,,,2,413757.0,30.7006685,-88.1779755
505,USA,3,,,3,225763.0,32.2330785,-86.2080335
506,USA,17,,,17,215707.0,33.2828065,-86.6839795
507,USA,3,,,3,88690.0,33.690028999999996,-86.310896
508,USA,1,,,1,79828.0,33.4003975,-86.148843
509,USA,7,,,7,208911.0,33.306606,-87.4532105
510,USA,1,,,1,,33.7590165,-87.294891
511,USA,1,,,1,16378.0,31.4068005,-88.177704
512,USA,0,,,0,55601.0,32.508009,-86.665704
513,USA,0,,,0,24881.0,31.882748,-85.4006615
514,USA,0,,,0,22400.0,33.0392145,-87.149027
515,USA,0,,,0,57840.0,34.0123165,-86.633437
516,USA,0,,,0,10138.0,32.092782,-85.704699
517,USA,0,,,0,19680.0,31.744161,-86.673651
518,USA,0,,,0,26032.0,34.232778,-85.621319
519,USA,0,,,0,44153.0,32.865989,-86.69706550000001
520,USA,0,,,0,12841.0,32.004263,-88.201944
521,USA,0,,,0,23920.0,31.590672499999997,-87.840657
522,USA,0,,,0,13275.0,33.294501000000004,-85.907751
523,USA,0,,,0,14987.0,33.716739000000004,-85.5961105
524,USA,0,,,0,51909.0,31.400010499999997,-85.9927535
525,USA,0,,,0,54762.0,34.736847,-87.7799545
526,USA,0,,,0,12277.0,31.467902000000002,-87.0447685
527,USA,0,,,0,10715.0,32.929111,-86.264735
528,USA,0,,,0,36986.0,31.260877500000003,-86.444992
529,USA,0,,,0,13824.0,31.745867999999998,-86.3217415
530,USA,0,,,0,48956.0,31.4073225,-85.60391949999999
531,USA,0,,,0,38310.0,32.3886835,-87.1416965
532,USA,0,,,0,71385.0,34.5301885,-85.81629649999999
533,USA,0,,,0,36748.0,31.1279445,-87.1521015
534,USA,0,,,0,102501.0,34.021177,-86.05364449999999
535,USA,0,,,0,16433.0,33.719749,-87.68774300000001
536,USA,0,,,0,31363.0,34.4431505,-87.8516495
537,USA,0,,,0,26314.0,31.096378,-85.839618
538,USA,0,,,0,8233.0,32.8390985,-87.95424799999999
539,USA,0,,,0,14726.0,32.743871,-87.638464
540,USA,0,,,0,17209.0,31.5415205,-85.22967
541,USA,0,,,0,104722.0,31.156028000000003,-85.355147
542,USA,0,,,0,32957.0,34.552049,-87.3173975
543,USA,0,,,0,9974.0,32.1843205,-86.6566535
544,USA,0,,,0,18439.0,32.413954,-85.7282775
545,USA,0,,,0,19066.0,32.2682795,-87.7927455
546,USA,0,,,0,96109.0,34.349608,-86.319824
547,USA,0,,,0,21067.0,31.529543,-87.3453475
548,USA,0,,,0,119089.0,34.495365500000005,-86.8301385
549,USA,0,,,0,9140.0,32.5912085,-87.27148000000001
550,USA,0,,,0,19938.0,33.2626035,-88.088514
551,USA,0,,,0,33338.0,31.839152000000002,-85.928538
552,USA,0,,,0,22725.0,33.304006,-85.443016
553,USA,0,,,0,57781.0,32.286625,-85.1624695
554,USA,0,,,0,12691.0,32.65227,-88.13148000000001
555,USA,0,,,0,40497.0,32.800196500000006,-85.8035175
556,USA,0,,,0,10627.0,32.0480285,-87.2622605
557,USA,0,,,0,23660.0,34.1460005,-87.3730145
558,USA,157,,,157,4903185.0,32.62111731,-86.69343876
559,USA,1,,,1,212128.0,32.751709000000005,-114.073797
560,USA,3,,,3,231993.0,34.706715,-112.40521100000001
561,USA,1,,,1,46511.0,31.5319365,-110.9091745
562,USA,16,,,16,447138.0,32.983734999999996,-111.3260815
563,USA,17,,,17,1039073.0,31.9699695,-111.89083500000001
564,USA,13,,,13,110445.0,35.285887,-110.2888965
565,USA,0,,,0,209550.0,35.6052565,-113.642721
566,USA,81,,,81,4410824.0,33.276554,-112.18706100000001
567,USA,0,,,0,21098.0,33.672256,-114.032225
568,USA,0,,,0,9483.0,33.102205,-109.271152
569,USA,2,,,2,38072.0,33.038585999999995,-109.7846195
570,USA,0,,,0,53889.0,33.7408895,-110.85820249999999
571,USA,14,,,14,142854.0,35.631099,-112.052403
572,USA,1,,,1,126770.0,31.879989000000002,-109.754088
573,USA,3,,,3,71818.0,35.239937,-109.52295
574,USA,152,,,152,7278717.0,34.16515682,-111.932999
575,USA,70,0.0,,70,1666753.0,37.6801065,-121.9024445
576,USA,0,0.0,,0,1101.0,38.630102,-119.807449
577,USA,2,0.0,,2,39383.0,38.462022,-120.54994950000001
578,USA,0,0.0,,0,231256.0,39.723763,-121.57306299999999
579,USA,2,0.0,,2,45602.0,38.1706455,-120.507724
580,USA,0,0.0,,0,21627.0,39.169222,-122.2913685
581,USA,51,1.0,,50,1150215.0,37.9092535,-121.983341
582,USA,0,0.0,,0,27828.0,41.6909115,-123.88695
583,USA,2,0.0,,2,190678.0,38.785457,-120.509148
584,USA,6,0.0,,6,994400.0,36.7464615,-119.6396585
585,USA,0,0.0,,0,28047.0,39.5913755,-122.405772
586,USA,2,0.0,1.0,1,136373.0,40.733564,-123.9078155
587,USA,4,0.0,,4,181827.0,33.026174499999996,-115.28455500000001
588,USA,0,0.0,,0,17987.0,36.625870500000005,-117.21151699999999
589,USA,4,0.0,,4,896764.0,35.294389,-118.90517050000001
590,USA,0,0.0,,0,151366.0,36.139045,-119.8948375
591,USA,0,0.0,,0,64382.0,39.124087,-122.7165925
592,USA,0,0.0,,0,30802.0,40.446086,-120.66413200000001
593,USA,292,2.0,,290,10105518.0,33.8115605,-118.29563049999999
594,USA,2,0.0,1.0,1,157672.0,37.2735465,-119.7828125
595,USA,38,0.0,,38,259666.0,38.071675,-122.731167
596,USA,0,0.0,,0,17471.0,37.528815,-119.8483325
597,USA,1,0.0,,1,87606.0,39.380249,-123.42276499999998
598,USA,0,0.0,,0,274765.0,37.1868725,-120.649022
599,USA,0,0.0,,0,8777.0,41.590548,-120.72774650000001
600,USA,1,0.0,,1,14250.0,38.088132,-118.7383875
601,USA,7,0.0,,7,435594.0,36.351338,-121.0962855
602,USA,0,0.0,,0,139417.0,38.5095905,-122.35855
603,USA,1,0.0,,1,99696.0,39.266033,-120.641325
604,USA,78,0.0,,78,3185968.0,33.66652,-117.764845
605,USA,12,1.0,,11,393149.0,39.014216499999996,-120.7434505
606,USA,0,0.0,,0,18804.0,40.0219,-120.79848700000001
607,USA,28,4.0,,24,2450758.0,33.7528295,-116.05561750000001
608,USA,53,3.0,,50,1540975.0,38.377659,-121.444773
609,USA,5,2.0,2.0,1,61537.0,36.595779,-121.12028149999999
610,USA,10,0.0,,10,2171603.0,34.84023,-115.968483
611,USA,131,0.0,,131,3343364.0,33.0195905,-116.838485
612,USA,84,0.0,,84,883305.0,37.7901875,-122.4356335
613,USA,29,2.0,,27,752660.0,37.8910175,-121.25349150000001
614,USA,21,0.0,,21,284010.0,35.348178499999996,-120.40954099999999
615,USA,110,1.0,,109,769545.0,37.4078245,-122.300503
616,USA,9,0.0,,9,446527.0,34.503122,-120.05562450000001
617,USA,263,8.0,,255,1937570.0,37.190824,-121.70515
618,USA,15,0.0,,15,274255.0,37.0683515,-121.949418
619,USA,1,0.0,,1,180040.0,40.735910499999996,-122.192699
620,USA,0,0.0,,0,2987.0,39.5841895,-120.52976100000001
621,USA,0,0.0,,0,43724.0,41.511016,-122.572748
622,USA,14,0.0,,14,446610.0,38.2871145,-122.0001255
623,USA,21,1.0,,20,499942.0,38.4810965,-122.94638799999998
624,USA,5,0.0,,5,549815.0,37.6060975,-120.93705200000001
625,USA,0,0.0,,0,96807.0,39.020133,-121.68134099999999
626,USA,0,0.0,,0,63916.0,40.123926000000004,-122.20810149999998
627,USA,0,0.0,,0,12535.0,40.6514625,-123.044575
628,USA,11,0.0,,11,465861.0,36.266967,-118.7856615
629,USA,0,0.0,,0,54539.0,38.0336125,-119.928327
630,USA,19,0.0,,19,850967.0,34.058353000000004,-119.10571850000001
631,USA,6,0.0,,6,220408.0,38.619189,-121.962515
632,USA,0,0.0,,0,78041.0,39.2891885,-121.32262800000001
633,USA,1410,25.0,4.0,1381,39512223.0,37.26560486,-119.2671712
634,USA,0,,,0,6829.0,38.103038,-106.215006
635,USA,0,,,0,2275.0,40.8759995,-102.3523775
636,USA,0,,,0,1867.0,38.829744,-102.6090085
637,USA,0,,,0,4934.0,38.077787,-105.422592
638,USA,0,,,0,56446.0,37.319665,-107.93047
639,USA,0,,,0,747.0,37.802258,-107.71467949999999
640,USA,15,,,15,17926.0,39.171949,-106.94622199999999
641,USA,1,,,1,18545.0,39.130874,-105.76916299999999
642,USA,0,,,0,16178.0,37.554131,-105.746788
643,USA,0,,,0,12076.0,37.9561955,-102.39478100000001
644,USA,0,,,0,13201.0,40.611532000000004,-108.182561
645,USA,43,,,43,579877.0,39.5219745,-105.22384450000001
646,USA,7,,,7,30978.0,39.6416725,-106.10532549999999
647,USA,3,,,3,167081.0,38.1285485,-104.5522995
648,USA,30,,,30,325520.0,40.0878355,-105.37153700000002
649,USA,97,,,97,717862.0,39.76426,-104.855181
650,USA,1,,,1,42280.0,38.4104405,-108.280041
651,USA,74,,,74,54895.0,39.637327500000005,-106.645068
652,USA,1,,,1,8196.0,37.964549,-108.38795449999999
653,USA,0,,,0,3819.0,37.322197499999994,-105.4539
654,USA,1,,,1,69130.0,39.967068499999996,-105.0634215
655,USA,2,,,2,20010.0,38.740338,-106.23866799999999
656,USA,1,,,1,5855.0,38.3175405,-103.7800745
657,USA,0,,,0,47921.0,38.477589,-105.4765585
658,USA,0,,,0,6850.0,37.6560375,-104.92619750000001
659,USA,0,,,0,30936.0,38.942983500000004,-107.93977949999999
660,USA,7,,,7,59854.0,39.728802,-108.04170649999999
661,USA,0,,,0,6293.0,39.938113,-108.04420149999999
662,USA,2,,,2,28436.0,40.262602,-103.8075595
663,USA,0,,,0,5574.0,39.04137,-103.604952
664,USA,0,,,0,26121.0,37.319246500000006,-108.5080625
665,USA,14,,,14,511720.0,39.87063,-104.3794855
666,USA,0,,,0,754.0,37.683724,-106.915857
667,USA,0,,,0,18352.0,37.954505499999996,-103.7308725
668,USA,0,,,0,4280.0,40.5940295,-102.358048
669,USA,0,,,0,4812.0,38.112279,-107.82163
670,USA,0,,,0,5833.0,37.9551955,-103.072417
671,USA,0,,,0,13764.0,37.207684,-106.97920549999999
672,USA,2,,,2,25716.0,40.4610575,-107.03456200000001
673,USA,1,,,1,804.0,37.78497,-107.2959845
674,USA,21,,,21,314288.0,40.5011525,-104.315327
675,USA,19,,,19,350424.0,40.628046999999995,-105.5669625
676,USA,0,,,0,7766.0,39.2185175,-106.36084299999999
677,USA,0,,,0,11213.0,37.617297,-106.37501850000001
678,USA,0,,,0,6096.0,39.8421315,-105.54878400000001
679,USA,1,,,1,10037.0,40.0039245,-102.4267865
680,USA,0,,,0,1394.0,40.664885,-106.3595425
681,USA,0,,,0,7169.0,39.305834000000004,-102.6048215
682,USA,3,,,3,9659.0,39.7084305,-105.6621195
683,USA,0,,,0,21858.0,40.719452000000004,-103.1163375
684,USA,0,,,0,4716.0,40.00205,-103.243516
685,USA,27,,,27,342937.0,39.347879999999996,-104.994923
686,USA,0,,,0,8151.0,37.1987175,-106.19842150000001
687,USA,37,,,37,714536.0,38.824694,-104.56192349999999
688,USA,0,,,0,1373.0,38.4403555,-102.7757135
689,USA,0,,,0,25068.0,38.888707000000004,-105.13471899999999
690,USA,18,,,18,17182.0,38.702179,-106.94098999999999
691,USA,0,,,0,3551.0,37.318720500000005,-102.563815
692,USA,3,,,3,26243.0,39.216578999999996,-104.1886255
693,USA,1,,,1,153628.0,38.933332,-108.219714
694,USA,0,,,0,2050.0,37.690124499999996,-108.45215449999999
695,USA,40,,,40,651513.0,39.6533655,-104.38034350000001
696,USA,0,,,0,14529.0,37.405108500000004,-104.1148525
697,USA,2,,,2,15503.0,40.085187,-106.14148999999999
698,USA,474,,,474,5695430.0,38.99982098,-105.543097
699,USA,208,5.0,,203,943823.0,41.3259525,-73.397813
700,USA,54,1.0,,53,892697.0,41.7926935,-72.71937700000001
701,USA,12,0.0,,12,181111.0,41.759701,-73.202649
702,USA,6,0.0,,6,162682.0,41.451322499999996,-72.529236
703,USA,29,0.0,,29,857620.0,41.4056375,-72.932285
704,USA,3,0.0,,3,266784.0,41.4959865,-72.1271835
705,USA,14,2.0,,12,150921.0,41.813062,-72.3087795
706,USA,1,0.0,,1,117027.0,41.8316135,-72.0198185
707,USA,327,8.0,,319,3565287.0,41.52780529,-72.75935673
708,USA,98,,,98,705749.0,38.89945156,-77.01454777
709,USA,39,,0.0,39,559335.0,39.5653005,-75.5969975
710,USA,5,,0.0,5,178550.0,39.0977575,-75.53585550000001
711,USA,0,,0.0,0,,,
712,USA,12,,0.0,12,229286.0,38.706443,-75.385769
713,USA,0,,0.0,0,,,
714,USA,0,,0.0,0,,,
715,USA,56,,,56,973764.0,39.14564124,-75.41630955
716,USA,0,0.0,,0,27245.0,27.491685999999998,-81.8095355
717,USA,26,2.0,,24,754610.0,26.5528805,-81.9169395
718,USA,5,0.0,,5,128754.0,28.633043,-82.1326385
719,USA,1,0.0,,1,185287.0,30.245964500000003,-85.6900155
720,USA,1,0.0,,1,45894.0,30.549757500000002,-84.60754
721,USA,0,0.0,,0,21623.0,29.9849565,-83.655233
722,USA,1,0.0,,1,48305.0,30.782612,-85.2289275
723,USA,35,0.0,,35,269956.0,29.681132,-82.3544225
724,USA,8,0.0,,8,147929.0,28.858776000000002,-82.4640235
725,USA,0,0.0,,0,16700.0,29.5571445,-83.166321
726,USA,0,0.0,,0,18529.0,30.4558045,-83.495602
727,USA,0,0.0,,0,44191.0,30.162244,-83.00489499999999
728,USA,4,0.0,,4,315534.0,30.639738,-87.27711500000001
729,USA,72,1.0,,71,1485941.0,26.6459855,-80.4587305
730,USA,0,0.0,,0,13724.0,26.9897045,-81.21855
731,USA,11,0.0,,11,708009.0,28.002553000000002,-81.6193315
732,USA,1,0.0,,1,75027.0,25.175039,-81.20789350000001
733,USA,16,0.0,,16,254261.0,29.937672999999997,-81.4511455
734,USA,13,1.0,,12,394855.0,27.4272245,-82.4000485
735,USA,6,0.0,,6,356495.0,28.810972999999997,-81.655052
736,USA,1,0.0,,1,37489.0,27.186190000000003,-81.80983549999999
737,USA,0,0.0,,0,41537.0,27.3010785,-80.945572
738,USA,0,0.0,,0,16164.0,29.928089,-85.213759
739,USA,24,0.0,,24,367990.0,27.9951695,-81.2600415
740,USA,3,0.0,,3,321128.0,27.3822015,-80.4395545
741,USA,0,0.0,,0,18256.0,29.7474385,-82.8146775
742,USA,4,1.0,,3,179349.0,30.6691965,-87.047978
743,USA,3,0.0,,3,359977.0,29.240444,-82.08714350000001
744,USA,33,0.0,,33,378488.0,26.1601955,-81.359383
745,USA,19,0.0,,19,467832.0,28.745247499999998,-81.2234725
746,USA,0,0.0,,0,19477.0,30.850031,-85.7677915
747,USA,5,0.0,,5,292502.0,30.479469,-84.3462925
748,USA,8,0.0,,8,157413.0,27.7090665,-80.60141850000001
749,USA,0,0.0,,0,32461.0,30.132134000000004,-84.406681
750,USA,14,0.0,,14,207269.0,30.687763500000003,-86.5944645
751,USA,0,0.0,,0,11736.0,29.8004055,-84.77814599999999
752,USA,2,0.0,,2,160912.0,27.110178499999996,-80.482585
753,USA,14,0.0,,14,547538.0,29.020023499999997,-81.2065735
754,USA,39,2.0,,37,950181.0,30.344990000000003,-81.71464499999999
755,USA,217,3.0,,214,1951260.0,26.1561005,-80.47803499999999
756,USA,0,0.0,,0,8457.0,30.288896,-84.844459
757,USA,7,0.0,,7,596849.0,28.306647499999997,-80.7171115
758,USA,0,0.0,,0,14587.0,30.404001,-85.161099
759,USA,2,0.0,,2,184998.0,26.902401,-81.9689695
760,USA,7,1.0,,6,216072.0,29.956068,-81.81531600000001
761,USA,1,0.0,,1,112067.0,29.4659115,-81.3127915
762,USA,5,0.0,,5,190865.0,28.5641575,-82.36745
763,USA,0,0.0,,0,14940.0,30.033105,-82.3570485
764,USA,2,0.0,,2,70503.0,30.211660499999997,-82.628231
765,USA,0,0.0,,0,24880.0,30.609935999999998,-85.7125055
766,USA,1,0.0,,1,105424.0,27.339483,-81.25359949999999
767,USA,2,0.0,,2,74163.0,29.582303000000003,-81.7450315
768,USA,227,0.0,,227,2761581.0,25.5606775,-80.495494
769,USA,2,0.0,,2,28355.0,30.360367999999998,-82.254514
770,USA,33,2.0,,31,1380645.0,28.566534000000004,-81.2607525
771,USA,0,0.0,,0,41556.0,26.605982,-81.22287
772,USA,38,0.0,,38,975280.0,27.893119,-82.7089725
773,USA,1,0.0,,1,27732.0,29.930684000000003,-82.23241999999999
774,USA,0,0.0,,0,14288.0,30.378009999999996,-83.8401145
775,USA,2,0.0,,2,85832.0,30.5504625,-81.738926
776,USA,58,0.0,,58,1436888.0,27.9092295,-82.3526
777,USA,1,0.0,,1,,,
778,USA,0,0.0,,0,40770.0,29.2921995,-82.784664
779,USA,17,0.0,,17,426718.0,27.1675005,-82.34966700000001
780,USA,0,0.0,,0,14310.0,30.4774255,-82.978114
781,USA,0,0.0,,0,8732.0,30.041446,-83.123253
782,USA,11,0.0,,11,539630.0,28.3252435,-82.4298955
783,USA,4,0.0,,4,71375.0,30.6318125,-86.120873
784,USA,1007,13.0,,994,21477737.0,28.06075354,-83.82965068
785,USA,108,,,108,1050114.0,33.844327500000006,-84.4742025
786,USA,61,,,61,756865.0,33.911453,-84.5571895
787,USA,57,,,57,106408.0,34.2454835,-84.8456695
788,USA,48,,,48,91243.0,31.543065000000002,-84.21924
789,USA,45,,,45,756558.0,33.7950005,-84.1869685
790,USA,27,,,27,927781.0,33.9603405,-84.037963
791,USA,18,,,18,254149.0,34.242944,-84.45841
792,USA,16,,,16,29764.0,31.7690705,-84.1303695
793,USA,14,,,14,118121.0,33.6189675,-85.07356750000001
794,USA,13,,,13,289615.0,33.5006675,-84.35126149999999
795,USA,10,,,10,201554.0,33.3860495,-82.0958775
796,USA,9,,,9,127330.0,33.9442745,-83.3891225
797,USA,9,,,9,113459.0,33.403716499999994,-84.504039
798,USA,9,,,9,97927.0,34.333308,-85.23365849999999
799,USA,9,,,9,202148.0,34.3018875,-83.839046
800,USA,8,,,8,145864.0,33.35125,-84.7564425
801,USA,8,,,8,116321.0,30.827976500000002,-83.2520925
802,USA,7,,,7,230220.0,33.472801000000004,-84.1391565
803,USA,4,,,4,289195.0,31.979216499999996,-81.1161235
804,USA,4,,,4,145331.0,33.689774,-84.74195999999999
805,USA,4,,,4,236612.0,34.192904999999996,-84.0922315
806,USA,4,,,4,57685.0,34.509159000000004,-84.882778
807,USA,4,,,4,109541.0,33.5562405,-83.85956850000001
808,USA,4,,,4,164044.0,33.928627500000005,-84.886773
809,USA,4,,,4,42470.0,33.99994,-85.1722975
810,USA,4,,,4,70034.0,33.0456745,-85.04902
811,USA,3,,,3,154291.0,33.5275905,-82.234951
812,USA,3,,,3,85219.0,31.233006,-81.5229475
813,USA,3,,,3,19000.0,33.0671605,-84.155819
814,USA,3,,,3,27297.0,32.565884999999994,-83.85961850000001
815,USA,2,,,2,44823.0,33.057617,-83.236967
816,USA,2,,,2,10247.0,31.29563,-84.87609
817,USA,2,,,2,62190.0,32.345634499999996,-81.33381949999999
818,USA,2,,,2,47325.0,32.431517,-82.933027
819,USA,2,,,2,194160.0,32.491224,-84.8740405
820,USA,2,,,2,31980.0,34.4684865,-84.4556165
821,USA,2,,,2,90594.0,33.655915,-84.0487045
822,USA,2,,,2,66100.0,33.265620500000004,-84.2989585
823,USA,2,,,2,29733.0,32.051646999999996,-84.1831505
824,USA,2,,,2,8611.0,31.7943275,-84.4313485
825,USA,2,,,2,40571.0,31.462092,-83.50269399999999
826,USA,2,,,2,104062.0,34.8018615,-84.989664
827,USA,2,,,2,20299.0,31.583146999999997,-83.841038
828,USA,1,,,1,80809.0,34.0120875,-83.70325
829,USA,1,,,1,153095.0,32.808565,-83.690676
830,USA,1,,,1,24193.0,33.312216,-83.9656225
831,USA,1,,,1,12968.0,30.716829999999998,-82.156235
832,USA,1,,,1,24790.0,34.4379265,-85.3175045
833,USA,1,,,1,25083.0,34.475967499999996,-84.151368
834,USA,1,,,1,11879.0,33.2788205,-85.1164585
835,USA,1,,,1,155469.0,32.4903625,-83.66959399999999
836,USA,1,,,1,7915.0,33.810833,-82.43205
837,USA,1,,,1,32955.0,34.5781895,-84.0119525
838,USA,1,,,1,5686.0,31.1634885,-84.729762
839,USA,1,,,1,27520.0,33.025490000000005,-83.915184
840,USA,1,,,1,39272.0,33.832109499999994,-83.46148199999999
841,USA,1,,,1,6833.0,31.7736745,-84.747037
842,USA,1,,,1,7912.0,31.711033,-83.62759
843,USA,1,,,1,8188.0,32.675209,-83.4190435
844,USA,38,,,38,,,
845,USA,600,,,600,10617423.0,32.68249921,-83.22068258
846,USA,0,,,0,18507.0,31.718649,-82.299648
847,USA,0,,,0,8297.0,31.3020375,-82.88528050000001
848,USA,0,,,0,11185.0,31.5639575,-82.427429
849,USA,0,,,0,3092.0,31.2665715,-84.3913985
850,USA,0,,,0,18988.0,34.344612,-83.503661
851,USA,0,,,0,16787.0,31.751737,-83.2400355
852,USA,0,,,0,19252.0,31.250698,-83.23426500000001
853,USA,0,,,0,12838.0,32.428345,-83.318515
854,USA,0,,,0,18897.0,31.1921755,-82.0081275
855,USA,0,,,0,15513.0,30.857746999999996,-83.545108
856,USA,0,,,0,38109.0,31.983679499999997,-81.4647405
857,USA,0,,,0,77296.0,32.4031415,-81.7330315
858,USA,0,,,0,22423.0,33.050545,-81.929511
859,USA,0,,,0,6352.0,31.535776000000002,-84.616164
860,USA,0,,,0,53677.0,30.939474,-81.670079
861,USA,0,,,0,10836.0,32.414423,-82.086589
862,USA,0,,,0,67420.0,34.877643,-85.12235799999999
863,USA,0,,,0,10684.0,32.377903,-84.8227095
864,USA,0,,,0,2887.0,31.633265500000004,-84.9700425
865,USA,0,,,0,6648.0,30.8828665,-82.6950645
866,USA,0,,,0,43093.0,31.590041999999997,-82.870935
867,USA,0,,,0,45592.0,31.180406,-83.76190600000001
868,USA,0,,,0,17162.0,31.1888195,-83.42729250000001
869,USA,0,,,0,12318.0,32.6897445,-83.951859
870,USA,0,,,0,22601.0,31.917045,-83.7854705
871,USA,0,,,0,16226.0,34.804268,-85.484542
872,USA,0,,,0,26575.0,30.884663,-84.6239055
873,USA,0,,,0,20705.0,32.176429,-83.1228605
874,USA,0,,,0,13706.0,32.1600565,-83.818742
875,USA,0,,,0,4000.0,30.730594,-82.858908
876,USA,0,,,0,19120.0,34.1222425,-82.83390899999999
877,USA,0,,,0,22612.0,32.566712,-82.3244845
878,USA,0,,,0,10721.0,32.163391499999996,-81.8719985
879,USA,0,,,0,25964.0,34.79555,-84.357961
880,USA,0,,,0,23023.0,34.380179999999996,-83.22393149999999
881,USA,0,,,0,30816.0,34.701946500000005,-84.4254925
882,USA,0,,,0,2995.0,33.223555,-82.5939015
883,USA,0,,,0,24748.0,30.8773495,-84.22680799999999
884,USA,0,,,0,17698.0,33.558402,-83.1790725
885,USA,0,,,0,45388.0,34.629725,-83.51046550000001
886,USA,0,,,0,8348.0,33.2596925,-83.010673
887,USA,0,,,0,29533.0,33.7791945,-85.2115785
888,USA,0,,,0,34475.0,32.727964,-84.93389499999999
889,USA,0,,,0,26099.0,34.3525795,-82.94467399999999
