,country,cases,deaths,recovered,active,population,lat,long
1324,USA,0,0.0,0.0,0,14432.0,38.348172,-83.7164395
1325,USA,0,0.0,0.0,0,35845.0,37.520775,-82.75425200000001
1326,USA,1,0.0,0.0,1,50815.0,38.2351815,-84.87443950000001
1327,USA,0,0.0,0.0,0,6120.0,36.5740825,-89.2031875
1328,USA,0,0.0,0.0,0,8832.0,38.7596245,-84.84184549999999
1329,USA,0,0.0,0.0,0,17560.0,37.650265999999995,-84.5463465
1330,USA,0,0.0,0.0,0,25121.0,38.6376155,-84.6310435
1331,USA,0,0.0,0.0,0,37317.0,36.723966,-88.651849
1332,USA,0,0.0,0.0,0,26321.0,37.469382,-86.34799050000001
1333,USA,0,0.0,0.0,0,11049.0,37.2905655,-85.525048
1334,USA,0,0.0,0.0,0,35268.0,38.5652555,-82.91595
1335,USA,0,0.0,0.0,0,8758.0,37.8272,-86.8047375
1336,USA,1,0.0,0.0,1,110356.0,37.723724,-85.977879
1337,USA,0,0.0,0.0,0,26409.0,36.84295,-83.183717
1338,USA,8,0.0,1.0,7,18778.0,38.4299455,-84.3297375
1339,USA,0,0.0,0.0,0,18906.0,37.299155,-85.904149
1340,USA,2,0.0,0.0,2,45591.0,37.807209,-87.59935
1341,USA,0,0.0,0.0,0,16106.0,38.466212,-85.107215
1342,USA,0,0.0,0.0,0,4421.0,36.65005,-89.007138
1343,USA,0,0.0,0.0,0,45068.0,37.3377655,-87.5733355
1344,USA,0,0.0,0.0,0,13442.0,37.415986,-83.994063
1345,USA,27,1.0,0.0,26,770517.0,38.189522,-85.67646450000001
1346,USA,1,0.0,0.0,1,53920.0,37.8661475,-84.578866
1347,USA,0,0.0,0.0,0,22386.0,37.851758000000004,-82.808521
1348,USA,2,0.0,0.0,2,166051.0,38.945415000000004,-84.52091949999999
1349,USA,0,0.0,0.0,0,15126.0,37.350915,-82.922758
1350,USA,0,0.0,0.0,0,31304.0,36.871089000000005,-83.83288449999999
1351,USA,0,0.0,0.0,0,14307.0,37.57714,-85.67952700000001
1352,USA,0,0.0,0.0,0,60669.0,37.137497499999995,-84.115369
1353,USA,0,0.0,0.0,0,15571.0,38.072675,-82.743091
1354,USA,0,0.0,0.0,0,7033.0,37.603544,-83.713939
1355,USA,0,0.0,0.0,0,10143.0,37.097772,-83.360602
1356,USA,0,0.0,0.0,0,21899.0,37.113128,-82.859388
1357,USA,0,0.0,0.0,0,13257.0,38.522488,-83.3370995
1358,USA,0,0.0,0.0,0,24644.0,37.4393485,-84.6534245
1359,USA,0,0.0,0.0,0,9242.0,37.2035635,-88.37973199999999
1360,USA,0,0.0,0.0,0,26989.0,36.858402500000004,-86.83621600000001
1361,USA,1,0.0,0.0,1,8009.0,37.0234335,-88.0586835
1362,USA,2,0.0,0.0,2,92368.0,37.7164125,-84.30299000000001
1363,USA,0,0.0,0.0,0,12362.0,37.689787,-83.0734865
1364,USA,0,0.0,0.0,0,19404.0,37.571348,-85.27573100000001
1365,USA,0,0.0,0.0,0,31191.0,36.905571,-88.298264
1366,USA,0,0.0,0.0,0,11323.0,37.8169125,-82.492598
1367,USA,0,0.0,0.0,0,17150.0,38.61225,-83.8081005
1368,USA,0,0.0,0.0,0,65346.0,37.0849225,-88.708179
1369,USA,0,0.0,0.0,0,17408.0,36.775641,-84.502825
1370,USA,0,0.0,0.0,0,9252.0,37.532900500000004,-87.26895350000001
1371,USA,0,0.0,0.0,0,28715.0,37.998837,-86.2333585
1372,USA,1,0.0,0.0,1,6451.0,37.938613000000004,-83.6041475
1373,USA,0,0.0,0.0,0,21774.0,37.824471,-84.8600445
1374,USA,0,0.0,0.0,0,10030.0,37.000233,-85.6093585
1375,USA,0,0.0,0.0,0,10718.0,36.728547,-85.7066715
1376,USA,2,0.0,1.0,1,28203.0,38.047664000000005,-83.91872049999999
1377,USA,0,0.0,0.0,0,13345.0,37.914021500000004,-83.23382
1378,USA,0,0.0,0.0,0,30774.0,37.2282995,-87.14144499999999
1379,USA,1,0.0,0.0,1,45851.0,37.759299,-85.4469355
1380,USA,0,0.0,0.0,0,7166.0,38.326308000000004,-84.013889
1381,USA,0,0.0,0.0,0,24087.0,37.4750335,-86.8581415
1382,USA,1,0.0,0.0,1,66470.0,38.404683500000004,-85.460565
1383,USA,0,0.0,0.0,0,10880.0,38.5310345,-84.8283285
1384,USA,0,0.0,0.0,0,4472.0,37.39927,-83.70325799999999
1385,USA,0,0.0,0.0,0,14529.0,38.702144,-84.36382900000001
1386,USA,0,0.0,0.0,0,26092.0,37.209903999999995,-83.27597850000001
1387,USA,0,0.0,0.0,0,58402.0,37.4685305,-82.348832
1388,USA,0,0.0,0.0,0,12442.0,37.825159,-83.8290145
1389,USA,2,0.0,0.0,2,64623.0,37.111431,-84.5943865
1390,USA,0,0.0,0.0,0,2135.0,38.514795,-84.0571255
1391,USA,0,0.0,0.0,0,16750.0,37.345402,-84.318763
1392,USA,0,0.0,0.0,0,24583.0,38.2076785,-83.420226
1393,USA,0,0.0,0.0,0,17821.0,37.006681,-85.05533100000001
1394,USA,0,0.0,0.0,0,56031.0,38.302724,-84.5712205
1395,USA,0,0.0,0.0,0,48518.0,38.197662,-85.2125825
1396,USA,0,0.0,0.0,0,18529.0,36.7582645,-86.58190649999999
1397,USA,1,0.0,0.0,1,18794.0,38.0436835,-85.306852
1398,USA,0,0.0,0.0,0,25549.0,37.3376915,-85.3294675
1399,USA,0,0.0,0.0,0,12311.0,36.858670000000004,-87.19306999999999
1400,USA,0,0.0,0.0,0,14643.0,36.817675,-87.9085355
1401,USA,0,0.0,0.0,0,8515.0,38.614836,-85.312624
1402,USA,0,0.0,0.0,0,14505.0,37.6861475,-87.947366
1403,USA,4,0.0,0.0,4,131264.0,36.9834,-86.393987
1404,USA,0,0.0,0.0,0,12084.0,37.7730915,-85.2012345
1405,USA,0,0.0,0.0,0,20468.0,36.8004105,-84.8212325
1406,USA,0,0.0,0.0,0,13111.0,37.499096,-87.6583955
1407,USA,0,0.0,0.0,0,36242.0,36.7802695,-84.11673499999999
1408,USA,0,0.0,0.0,0,7177.0,37.7421915,-83.47578850000001
1409,USA,0,0.0,0.0,0,26533.0,38.021315,-84.7449935
1410,USA,79,3.0,2.0,74,4467673.0,37.82071942,-85.69484257
1411,USA,451,15.0,,436,391006.0,30.033868,-89.881477
1412,USA,184,3.0,,181,434051.0,29.696731,-90.11483199999999
1413,USA,1,1.0,,0,9608.0,31.599316499999997,-91.776279
1414,USA,1,1.0,,0,21037.0,30.027838,-90.80284549999999
1415,USA,25,0.0,,25,258111.0,30.43073,-89.891049
1416,USA,20,0.0,,20,440956.0,30.516002,-91.0821615
1417,USA,17,0.0,,17,124672.0,30.204696500000004,-90.869644
1418,USA,16,0.0,,16,242922.0,32.6074585,-93.757198
1419,USA,13,0.0,,13,46721.0,29.850065500000003,-89.4145595
1420,USA,12,0.0,,12,98115.0,29.489545500000002,-90.5082105
1421,USA,12,0.0,,12,111021.0,29.406244,-90.85577550000001
1422,USA,10,0.0,,10,43184.0,30.093038500000002,-90.48335250000001
1423,USA,8,0.0,,8,52879.0,29.961458,-90.3585315
1424,USA,6,0.0,,6,242782.0,30.207577500000003,-92.09510949999999
1425,USA,5,0.0,,5,127185.0,32.627677,-93.5978795
1426,USA,5,0.0,,5,23410.0,29.4150075,-89.5381785
1427,USA,4,0.0,,4,203112.0,30.263916499999997,-93.326522
1428,USA,4,0.0,,4,154475.0,32.4907775,-92.159829
1429,USA,3,0.0,,3,130562.0,31.203796999999998,-92.52863149999999
1430,USA,3,0.0,,3,82764.0,30.573712,-92.0860775
1431,USA,3,0.0,,3,133777.0,30.612403000000004,-90.40526899999999
1432,USA,3,0.0,,3,26427.0,30.490574,-91.313597
1433,USA,2,0.0,,2,27436.0,32.0948115,-93.699102
1434,USA,2,0.0,,2,33443.0,30.740976500000002,-92.40312349999999
1435,USA,2,0.0,,2,70941.0,29.798204499999997,-91.632762
1436,USA,2,0.0,,2,32721.0,30.2613845,-91.36008149999999
1437,USA,2,0.0,,2,139567.0,30.412878999999997,-90.696248
1438,USA,2,0.0,,2,46582.0,30.835069,-90.0371565
1439,USA,1,0.0,,1,62190.0,30.2652335,-92.38683499999999
1440,USA,1,0.0,,1,22300.0,29.8539995,-91.0722915
1441,USA,1,0.0,,1,40462.0,31.095483,-91.97901999999999
1442,USA,1,0.0,,1,37253.0,30.6430015,-93.3585695
1443,USA,1,0.0,,1,13308.0,32.366092,-93.1006815
1444,USA,1,0.0,,1,15944.0,32.8016545,-92.981675
1445,USA,1,0.0,,1,49774.0,29.7141755,-91.4818005
1446,USA,1,0.0,,1,38798.0,32.7143435,-93.3384255
1447,USA,0,0.0,,0,25605.0,30.661153000000002,-92.856948
1448,USA,0,0.0,,0,9960.0,32.102264500000004,-92.09278499999999
1449,USA,0,0.0,,0,6968.0,29.815839500000003,-93.272409
1450,USA,0,0.0,,0,19572.0,31.366113000000002,-91.62270699999999
1451,USA,0,0.0,,0,7037.0,32.7714455,-91.23030250000001
1452,USA,0,0.0,,0,19305.0,30.824589000000003,-91.0732675
1453,USA,0,0.0,,0,20156.0,32.142003499999994,-91.6867355
1454,USA,0,0.0,,0,22482.0,31.592613500000002,-92.58483000000001
1455,USA,0,0.0,,0,15902.0,32.321264500000005,-92.56701
1456,USA,0,0.0,,0,31582.0,30.262803499999997,-92.857122
1457,USA,0,0.0,,0,14917.0,31.6257625,-92.18664100000001
1458,USA,0,0.0,,0,47196.0,32.6062695,-92.6482045
1459,USA,0,0.0,,0,11161.0,32.341573,-91.216415
1460,USA,0,0.0,,0,25398.0,32.7570325,-91.7602925
1461,USA,0,0.0,,0,38659.0,31.747528000000003,-93.080363
1462,USA,0,0.0,,0,21940.0,30.750702,-91.56236650000001
1463,USA,0,0.0,,0,8477.0,32.062484000000005,-93.367939
1464,USA,0,0.0,,0,20192.0,32.409445500000004,-91.73269300000001
1465,USA,0,0.0,,0,24032.0,31.505407,-93.557699
1466,USA,0,0.0,,0,10262.0,30.824559000000004,-90.738279
1467,USA,0,0.0,,0,53621.0,30.098570000000002,-91.5390915
1468,USA,0,0.0,,0,4462.0,31.9912905,-91.30458349999999
1469,USA,0,0.0,,0,22330.0,32.7976865,-92.39411700000001
1470,USA,0,0.0,,0,59830.0,29.840234499999998,-92.35153100000001
1471,USA,0,0.0,,0,48860.0,31.111934499999997,-93.19772900000001
1472,USA,0,0.0,,0,10982.0,32.794027500000006,-91.4500785
1473,USA,0,0.0,,0,15460.0,30.849377500000003,-91.46312950000001
1474,USA,0,0.0,,0,14134.0,31.928432,-92.6428735
1475,USA,11,0.0,,11,,,
1476,USA,837,20.0,,817,4648794.0,31.02239905,-91.53320699999999
1477,USA,24,,,24,213413.0,41.797838,-70.3115305
1478,USA,23,,,23,126348.0,42.3929005,-73.22845
1479,USA,24,,,24,564022.0,41.7965735,-71.101309
1480,USA,1,,,1,,,
1481,USA,60,,,60,790638.0,42.651393,-70.92378599999999
1482,USA,2,,,2,70963.0,42.522515999999996,-72.624274
1483,USA,12,,,12,470406.0,42.1707315,-72.60493000000001
1484,USA,4,,,4,161355.0,42.3696615,-72.6359905
1485,USA,199,,,199,1614714.0,42.446715999999995,-71.4595465
1486,USA,75,,,75,705388.0,42.1684045,-71.140816
1487,USA,25,,,25,518132.0,41.966696,-70.8028795
1488,USA,126,,,126,807252.0,42.336316499999995,-71.0720885
1489,USA,37,,,37,830839.0,42.364810999999996,-71.89705649999999
1490,USA,646,5.0,,641,6892503.0,42.12038082,-71.72305888
1491,USA,0,,,0,17352.0,41.413311,-70.698639
1492,USA,0,,,0,11327.0,41.314833,-70.11785350000001
1493,USA,0,0.0,,0,70975.0,39.580749,-78.6931075
1494,USA,18,0.0,,18,576031.0,38.9754795,-76.617221
1495,USA,28,0.0,,28,828431.0,39.4583055,-76.60774
1496,USA,24,0.0,,24,,,
1497,USA,2,0.0,,2,92003.0,38.537166,-76.5440945
1498,USA,1,0.0,,1,33304.0,38.889352,-75.851116
1499,USA,4,0.0,,4,168429.0,39.534766,-77.04930300000001
1500,USA,1,0.0,,1,102826.0,39.5413585,-75.999976
1501,USA,5,0.0,,5,161503.0,38.4803095,-76.96860749999999
1502,USA,0,0.0,,0,31998.0,38.409225,-76.0189625
1503,USA,1,0.0,,1,255648.0,39.470177,-77.39241700000001
1504,USA,0,0.0,,0,29163.0,39.4633055,-79.209413
1505,USA,5,0.0,,5,253956.0,39.5117065,-76.315203
1506,USA,24,0.0,,24,323196.0,39.236219,-76.94194449999999
1507,USA,0,0.0,,0,19383.0,39.1961545,-76.01724449999999
1508,USA,83,0.0,,83,1052567.0,39.1439065,-77.20789350000001
1509,USA,40,0.0,,40,909308.0,38.833169500000004,-76.87822
1510,USA,0,0.0,,0,50251.0,39.047804,-76.0619365
1511,USA,1,0.0,,1,25675.0,38.105281,-75.800611
1512,USA,1,0.0,,1,112664.0,38.274558500000005,-76.595653
1513,USA,1,0.0,,1,36968.0,38.7587675,-76.12238599999999
1514,USA,1,0.0,,1,150926.0,39.5205695,-77.9145095
1515,USA,2,0.0,,2,103195.0,38.394372499999996,-75.61925600000001
1516,USA,2,0.0,,2,51823.0,38.223090500000005,-75.3490465
1517,USA,244,,,244,6045680.0,38.84687415,-77.28591289
1518,USA,3,,1.0,2,107679.0,44.1969635,-70.23954
1519,USA,0,,0.0,0,67111.0,46.516267,-68.8868925
1520,USA,53,,2.0,51,293557.0,43.8532205,-70.357789
1521,USA,0,,0.0,0,29897.0,45.063385,-70.3825825
1522,USA,0,,0.0,0,54811.0,44.6761495,-68.402311
1523,USA,4,,0.0,4,122083.0,44.4139665,-69.7520405
1524,USA,0,,0.0,0,39771.0,44.14304,-69.0176625
1525,USA,4,,0.0,4,34342.0,44.06695,-69.5477905
1526,USA,4,,0.0,4,57618.0,44.5661175,-70.66161899999999
1527,USA,2,,0.0,2,151096.0,45.5199025,-68.6477135
1528,USA,0,,0.0,0,16800.0,45.7925045,-69.30027249999999
1529,USA,3,,0.0,3,35634.0,43.9357215,-69.87100000000001
1530,USA,0,,0.0,0,50592.0,45.5756585,-69.909808
1531,USA,0,,0.0,0,39694.0,44.486653499999996,-69.151294
1532,USA,0,,0.0,0,31490.0,45.041545,-67.527456
1533,USA,8,,0.0,8,206229.0,43.436986,-70.6693605
1534,USA,8,,0.0,8,,,
1535,USA,89,,3.0,86,1344212.0,45.26182607,-69.03113848
1536,USA,1,0.0,,1,117327.0,42.5937585,-85.90854200000001
1537,USA,1,0.0,,1,61157.0,42.595316499999996,-85.3085865
1538,USA,1,0.0,,1,103923.0,43.7379655,-83.9334715
1539,USA,3,0.0,,3,154141.0,42.001413,-86.523884
1540,USA,2,0.0,,2,134487.0,42.245943,-85.004518
1541,USA,2,0.0,,2,26244.0,45.472348499999995,-85.217248
1542,USA,1,0.0,,1,30757.0,43.9889575,-84.84742299999999
1543,USA,2,0.0,,2,79332.0,42.9443655,-84.600372
1544,USA,2,0.0,,2,109826.0,42.596106,-84.837324
1545,USA,1,0.0,,1,33308.0,45.5302615,-84.9260625
1546,USA,14,0.0,,14,406892.0,43.001976,-83.6927175
1547,USA,1,0.0,,1,25337.0,43.987674,-84.3871055
1548,USA,1,0.0,,1,92573.0,44.751678000000005,-85.5753445
1549,USA,11,0.0,,11,292735.0,42.5993115,-84.371737
1550,USA,1,0.0,,1,158823.0,42.24753,-84.42463199999999
1551,USA,20,1.0,,19,653786.0,43.031205,-85.55014399999999
1552,USA,1,0.0,,1,21764.0,45.109002000000004,-85.8417115
1553,USA,8,0.0,,8,191224.0,42.603706,-83.9114985
1554,USA,140,1.0,,139,874759.0,42.672346999999995,-82.905366
1555,USA,5,0.0,,5,83209.0,43.647220000000004,-84.387429
1556,USA,6,0.0,,6,150439.0,41.9089625,-83.4776985
1557,USA,1,0.0,,1,63968.0,43.29352,-85.1989215
1558,USA,277,1.0,,276,1259201.0,42.659913,-83.3863885
1559,USA,1,0.0,,1,24665.0,45.0284825,-84.6121395
1560,USA,6,0.0,,6,290494.0,42.98673,-86.027247
1561,USA,1,0.0,,1,23884.0,44.335775500000004,-84.611917
1562,USA,2,0.0,,2,190800.0,43.3486755,-84.032567
1563,USA,7,0.0,,7,159337.0,42.8437715,-82.704611
1564,USA,1,0.0,,1,52516.0,43.475171,-83.401597
1565,USA,35,0.0,,35,370963.0,42.2533715,-83.8356795
1566,USA,477,5.0,,472,1753893.0,42.240301,-83.211127
1567,USA,1,0.0,,1,33466.0,44.338583,-85.57759300000001
1568,USA,2,0.0,,2,,,
1569,USA,0,,,0,10362.0,44.6836535,-83.5809385
1570,USA,0,,,0,9097.0,46.424802500000006,-86.4905835
1571,USA,0,,,0,28360.0,45.0317825,-83.5781675
1572,USA,0,,,0,23365.0,45.0099685,-85.1447795
1573,USA,0,,,0,15041.0,44.0370185,-83.865801
1574,USA,0,,,0,8320.0,46.693308,-88.3353905
1575,USA,0,,,0,17753.0,44.645681,-86.0370745
1576,USA,0,,,0,43622.0,41.915917,-85.05937800000001
1577,USA,0,,,0,51653.0,41.9152675,-85.99314150000001
1578,USA,0,,,0,25413.0,45.493323,-84.46931500000001
1579,USA,0,,,0,37517.0,46.3427035,-84.355547
1580,USA,0,,,0,13901.0,44.682629999999996,-84.610786
1581,USA,0,,,0,35857.0,45.8505825,-86.91375550000001
1582,USA,0,,,0,25383.0,45.9844745,-87.876012
1583,USA,0,,,0,15096.0,46.431578,-89.704362
1584,USA,0,,,0,40599.0,43.292048,-84.60687850000001
1585,USA,0,,,0,45749.0,41.8847725,-84.59345350000001
1586,USA,0,,,0,36219.0,46.8529005,-88.609394
1587,USA,0,,,0,31166.0,43.869062,-83.036831
1588,USA,0,,,0,64210.0,42.9443645,-85.074701
1589,USA,0,,,0,25081.0,44.33676,-83.602122
1590,USA,0,,,0,11117.0,46.1704445,-88.5539035
1591,USA,0,,,0,70562.0,43.640612,-84.84742299999999
1592,USA,0,,,0,264870.0,42.24538,-85.528989
1593,USA,0,,,0,17824.0,44.6853385,-85.0906545
1594,USA,0,,,0,2113.0,47.6953785,-88.4828365
1595,USA,0,,,0,11881.0,43.991351,-85.80221350000001
1596,USA,0,,,0,88028.0,43.1037405,-83.22219
1597,USA,0,,,0,98266.0,41.8945275,-84.06322349999999
1598,USA,0,,,0,6283.0,46.500167,-85.55143199999999
1599,USA,0,,,0,10787.0,45.983689500000004,-84.9897935
1600,USA,0,,,0,24528.0,44.3412375,-86.1023345
1601,USA,0,,,0,66516.0,46.44878,-87.61674350000001
1602,USA,0,,,0,29100.0,43.997147999999996,-86.276313
1603,USA,0,,,0,43545.0,43.640912,-85.3237175
1604,USA,0,,,0,22983.0,45.540347499999996,-87.576249
1605,USA,0,,,0,15113.0,44.336839000000005,-85.0946665
1606,USA,0,,,0,9265.0,45.0285455,-84.1259955
1607,USA,0,,,0,173588.0,43.2953465,-86.1263215
1608,USA,0,,,0,48892.0,43.5543185,-85.80094150000001
1609,USA,0,,,0,26625.0,43.643426500000004,-86.2894
1610,USA,0,,,0,20952.0,44.3347555,-84.12731
1611,USA,0,,,0,5795.0,46.6825815,-89.3762965
1612,USA,0,,,0,23341.0,43.989397,-85.325797
1613,USA,0,,,0,8276.0,44.6818405,-84.1291955
1614,USA,0,,,0,12738.0,45.41277,-83.8168815
1615,USA,0,,,0,61043.0,41.915301,-85.54175649999999
1616,USA,0,,,0,41182.0,43.422268,-82.81177650000001
1617,USA,0,,,0,8068.0,46.131351,-86.2402665
1618,USA,0,,,0,68192.0,42.95428,-84.1452045
1619,USA,0,,,0,75448.0,42.244997999999995,-86.0639115
1620,USA,1035,8.0,,1027,9986857.0,44.99773029999999,-86.28005392
1621,USA,5,,,5,353813.0,45.2250815,-93.2659965
1622,USA,1,,,1,40545.0,45.6906045,-94.0563
1623,USA,4,,,4,67427.0,44.056197,-94.069746
1624,USA,7,,,7,103551.0,44.809337,-93.7663335
1625,USA,1,,,1,29519.0,46.8792245,-94.280568
1626,USA,1,,,1,55922.0,45.5132505,-92.894288
1627,USA,2,,,2,63955.0,46.890294,-96.50343649999999
1628,USA,11,,,11,425423.0,44.695759499999994,-93.0308285
1629,USA,2,,,2,20822.0,44.022596500000006,-92.862189
1630,USA,2,,,2,,,
1631,USA,57,,,57,1259428.0,45.0161545,-93.472953
1632,USA,1,,,1,9911.0,43.6741695,-95.1544385
1633,USA,1,,,1,,,
1634,USA,8,,,8,19785.0,43.674214500000005,-94.550839
1635,USA,6,,,6,40011.0,43.674059,-92.749236
1636,USA,3,,,3,34220.0,44.3060845,-94.35492099999999
1637,USA,14,,,14,156277.0,44.0146815,-92.3843415
1638,USA,18,,,18,550210.0,45.006435499999995,-93.1059515
1639,USA,1,,,1,14612.0,44.674182,-94.9903095
1640,USA,1,,,1,66523.0,44.369966,-93.28235749999999
1641,USA,3,,,3,147381.0,44.678084999999996,-93.594287
1642,USA,1,,,1,199754.0,47.640367,-92.444011
1643,USA,4,,,4,159256.0,45.529002500000004,-94.5935915
1644,USA,3,,,3,36803.0,44.022418,-93.226276
1645,USA,1,,,1,21645.0,44.2810725,-92.20463199999999
1646,USA,1,,,1,18691.0,44.0221665,-93.58726800000001
1647,USA,7,,,7,259201.0,45.021316999999996,-92.88052449999999
1648,USA,3,,,3,136349.0,45.2004125,-93.8893675
1649,USA,0,,,0,15902.0,46.5922045,-93.43249300000001
1650,USA,0,,,0,34371.0,46.9340225,-95.67846850000001
1651,USA,0,,,0,46847.0,47.9750295,-95.00829350000001
1652,USA,0,,,0,4989.0,45.381402,-96.4695325
1653,USA,0,,,0,25111.0,44.303117,-94.7388135
1654,USA,0,,,0,35837.0,46.593232,-92.678232
1655,USA,0,,,0,11924.0,44.9524445,-95.641594
1656,USA,0,,,0,8810.0,47.586005,-95.3760295
1657,USA,0,,,0,5393.0,47.855374,-90.260538
1658,USA,0,,,0,11277.0,44.0219265,-95.1609675
1659,USA,0,,,0,64889.0,46.4810575,-94.085871
1660,USA,0,,,0,37964.0,45.9329315,-95.454291
1661,USA,0,,,0,13758.0,43.6738295,-93.9481275
1662,USA,0,,,0,21058.0,43.674347,-92.089591
1663,USA,0,,,0,30444.0,43.6738995,-93.3488625
1664,USA,0,,,0,46403.0,44.4542935,-92.6415845
1665,USA,0,,,0,6021.0,45.9340975,-96.012334
1666,USA,0,,,0,18578.0,43.6737515,-91.4738885
1667,USA,0,,,0,21332.0,47.1082445,-94.9210295
1668,USA,0,,,0,39966.0,45.573044,-93.266623
1669,USA,0,,,0,45108.0,47.462071,-93.7374915
1670,USA,0,,,0,16207.0,45.94505,-93.2863715
1671,USA,0,,,0,42855.0,45.1520855,-95.006374
1672,USA,0,,,0,4248.0,48.771938,-96.813342
1673,USA,0,,,0,12440.0,48.2788805,-93.755514
1674,USA,0,,,0,6658.0,45.037136,-96.09498149999999
1675,USA,0,,,0,10658.0,47.572348999999996,-91.4099255
1676,USA,0,,,0,3758.0,48.875164500000004,-94.885716
1677,USA,0,,,0,28494.0,44.369727000000005,-93.769798
1678,USA,0,,,0,5673.0,44.413985,-96.265677
1679,USA,0,,,0,25629.0,44.413008000000005,-95.843385
1680,USA,0,,,0,35873.0,44.804808,-94.2561295
1681,USA,0,,,0,5519.0,47.3257365,-95.8094035
1682,USA,0,,,0,9390.0,48.358052,-96.378152
1683,USA,0,,,0,23141.0,45.109401,-94.50969
1684,USA,0,,,0,26139.0,45.902961,-93.62058950000001
1685,USA,0,,,0,33169.0,46.061314,-94.20870500000001
1686,USA,0,,,0,8276.0,44.022168,-95.7635235
1687,USA,0,,,0,21924.0,43.6744675,-95.75268299999999
1688,USA,0,,,0,6475.0,47.324829,-96.465665
1689,USA,0,,,0,58812.0,46.412307500000004,-95.71338399999999
1690,USA,0,,,0,14178.0,48.054435,-96.041528
1691,USA,0,,,0,29483.0,46.0746465,-92.7178255
1692,USA,0,,,0,9047.0,44.0229095,-96.25859150000001
1693,USA,0,,,0,31529.0,47.83643,-96.3500685
1694,USA,0,,,0,11097.0,45.586122499999995,-95.444994
1695,USA,0,,,0,3999.0,47.862315,-96.095849
1696,USA,0,,,0,15249.0,44.446791999999995,-95.23032049999999
1697,USA,0,,,0,9414.0,43.674841,-96.252864
1698,USA,0,,,0,15150.0,48.7692585,-95.7476355
1699,USA,0,,,0,96036.0,45.4026645,-93.8297685
1700,USA,0,,,0,15028.0,44.5869425,-94.1981835
1701,USA,0,,,0,9753.0,45.5859625,-96.000712
1702,USA,0,,,0,9345.0,45.282365500000004,-95.682408
1703,USA,0,,,0,24582.0,46.071148,-94.8996215
1704,USA,0,,,0,3308.0,45.803686,-96.5553885
1705,USA,0,,,0,13773.0,46.5866625,-94.9459705
1706,USA,0,,,0,10980.0,43.9783725,-94.6143265
1707,USA,0,,,0,6254.0,46.326227,-96.524731
1708,USA,0,,,0,50825.0,44.019969,-91.6818145
1709,USA,0,,,0,9795.0,44.738971,-95.9060325
1710,USA,169,,,169,5639632.0,46.43481014,-93.36252551
1711,USA,1,,,1,16320.0,38.2518095,-94.331992
1712,USA,10,,,10,180005.0,38.945981,-92.3372425
1713,USA,6,,,6,104954.0,38.6463295,-94.33859100000001
1714,USA,1,,,1,86983.0,36.9536655,-93.256524
1715,USA,3,,,3,76796.0,38.530921500000005,-92.2197115
1716,USA,1,,,1,29423.0,36.3131695,-90.16588
1717,USA,10,,,10,291923.0,37.258058500000004,-93.3436925
1718,USA,1,,,1,21792.0,38.384227,-93.793122
1719,USA,18,,,18,700307.0,39.0350565,-94.3565785
1720,USA,1,,,1,120636.0,37.206146999999994,-94.335409
1721,USA,1,,,1,53652.0,38.7470595,-93.81124799999999
1722,USA,1,,,1,52014.0,37.8118605,-92.217417
1723,USA,1,,,1,38458.0,37.056437,-89.5497395
1724,USA,2,,,2,399182.0,38.7512445,-90.536784
1725,USA,29,,,29,996945.0,38.639327,-90.427013
1726,USA,4,,,4,,,
1727,USA,90,,,90,6137428.0,38.30249432,-92.44567265
1728,USA,0,,,0,25339.0,40.191857500000005,-92.6006275
1729,USA,0,,,0,17607.0,39.974852,-94.831808
1730,USA,0,,,0,5171.0,40.423457,-95.476206
1731,USA,0,,,0,25473.0,39.203426,-91.861752
1732,USA,0,,,0,35886.0,36.715246,-93.825497
1733,USA,0,,,0,11798.0,37.501434,-94.345575
1734,USA,0,,,0,19278.0,38.298933500000004,-93.2912785
1735,USA,0,,,0,12169.0,37.319697999999995,-90.0421765
1736,USA,0,,,0,88571.0,39.675483,-94.8574015
1737,USA,0,,,0,42639.0,36.7121305,-90.4082955
1738,USA,0,,,0,9108.0,39.656673,-93.98339
1739,USA,0,,,0,44889.0,38.810989500000005,-91.9273295
1740,USA,0,,,0,45815.0,38.036103499999996,-92.7442195
1741,USA,0,,,0,78753.0,37.364034499999995,-89.643927
1742,USA,0,,,0,8743.0,39.411263500000004,-93.431834
1743,USA,0,,,0,6054.0,36.9559285,-90.9430345
1744,USA,0,,,0,14165.0,37.736838,-93.842437
1745,USA,0,,,0,7451.0,39.464303,-92.986769
1746,USA,0,,,0,6842.0,40.4312005,-91.685117
1747,USA,0,,,0,246365.0,39.2830795,-94.408998
1748,USA,0,,,0,20470.0,39.6009385,-94.40410899999999
1749,USA,0,,,0,17603.0,38.872279999999996,-92.7791755
1750,USA,0,,,0,23957.0,37.9540865,-91.315549
1751,USA,0,,,0,7569.0,37.431790500000005,-93.849933
1752,USA,0,,,0,16762.0,37.6595665,-93.0188305
1753,USA,0,,,0,8313.0,39.96065,-93.988896
1754,USA,0,,,0,12630.0,39.892548,-94.40441700000001
1755,USA,0,,,0,15441.0,37.6032815,-91.481225
1756,USA,0,,,0,13373.0,36.932331,-92.499022
1757,USA,0,,,0,103670.0,38.456190500000005,-91.050775
1758,USA,0,,,0,14705.0,38.4311855,-91.5051645
